City,Product ID,Order ID,First Name,Last Name,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit,Latitude,Longitude
Staten Island,Product1,112330758,Gaylene,Pearce,22,651.21,524.96,14326.62,11549.12,2777.5,40.62962,-74.11126
Syosset,Product1,499551188,Chi,Cho,7153,109.28,35.84,781679.84,256363.52,525316.32,40.80619,-73.52079
Yorktown Heights,Product2,201622998,Erich,Fullerton,3581,109.28,35.84,391331.68,128343.04,262988.64,41.27755,-73.78445
New York City,Product2,256095016,Gladis,Harless,3061,651.21,524.96,1993353.81,1606902.56,386451.25,40.61807,-73.96002
Valley Stream,Product2,420828568,Karly,Jacob,1380,9.33,6.92,12875.4,9549.6,3325.8,40.65331,-73.72446
Ardsley,Product1,523997485,Lise,Breen,1355,205.7,117.11,278723.5,158684.05,120039.45,41.01809,-73.84419
Brooklyn,Product1,914088094,Bong,Wilmoth,7835,651.21,524.96,5102230.35,4113061.6,989168.75,40.57777,-73.96046
Brooklyn,Product2,209899222,Sherika,Gordon,2699,152.58,97.44,411813.42,262990.56,148822.86,40.63109,-73.97626
Bronx,Product1,250542199,Geraldo,Curry,9859,109.28,35.84,1077391.52,353346.56,724044.96,40.85194,-73.82943
Carle Place,Product1,245440852,Shakita,Hargis,257,421.89,364.69,108425.73,93725.33,14700.4,40.74416,-73.60935
Millwood,Product1,824331510,Patrice,Hickson,6867,154.06,90.93,1057930.02,624416.31,433513.71,41.18801,-73.80361
New York City,Product1,887263000,Marvis,Cisneros,9693,421.89,364.69,4089379.77,3534940.17,554439.6,40.77802,-73.95207
Jamaica,Product2,754596650,Sherrie,Switzer,772,205.7,117.11,158800.4,90408.92,68391.48,40.71413,-73.77765
Cross River,Product1,817006289,Wilhemina,Clay,9172,9.33,6.92,85574.76,63470.24,22104.52,41.26748,-73.59811
New Rochelle,Product1,185478246,Rosario,Mcmaster,5989,109.28,35.84,654477.92,214645.76,439832.16,40.94795,-73.79482
Bronx,Product1,741311347,Ned,Adkins,9356,81.73,56.67,764665.88,530204.52,234461.36,40.8662,-73.83816
Roslyn Heights,Product3,386116921,Mabel,Waite,9432,81.73,56.67,770877.36,534511.44,236365.92,40.78575,-73.62236
New York City,Product1,691818797,Lucilla,Perrin,3411,421.89,364.69,1439066.79,1243957.59,195109.2,40.73755,-74.00471
New York City,Product1,150653302,Modesta,Wicker,515,152.58,97.44,78578.7,50181.6,28397.1,40.85499,-73.93686
Monroe,Product1,925169265,Kenneth,Jackson,7000,154.06,90.93,1078420,636510,441910,41.31862,-74.17588
Brewster,Product1,298228013,Shara,Livingston,1151,154.06,90.93,177323.06,104660.43,72662.63,41.42067,-73.57661
Eastchester,Product1,123003375,Ethyl,Olivas,8287,651.21,524.96,5396577.27,4350343.52,1046233.75,40.95287,-73.81557
Harrison,Product1,972981679,Ozie,Barrientos,5755,152.58,97.44,878097.9,560767.2,317330.7,40.96605,-73.71702
Larchmont,Product1,791961753,Apryl,Sparkman,7937,47.45,31.79,376610.65,252317.23,124293.42,40.94142,-73.76436
Bedford Hills,Product1,744054925,Dorsey,Heilman,1242,668.27,502.54,829991.34,624154.68,205836.66,41.22251,-73.71532
New Rochelle,Product1,263685023,Theo,Posey,9113,651.21,524.96,5934476.73,4783960.48,1150516.25,40.91212,-73.78289
Peekskill,Product2,205588376,Tracy,Adkins,7024,255.28,159.42,1793086.72,1119766.08,673320.64,41.29632,-73.89549
Pleasantville,Product1,594813811,Alberto,Herrick,7480,81.73,56.67,611340.4,423891.6,187448.8,41.13582,-73.79182
Rye,Product2,176722657,Rick,Bedard,5016,109.28,35.84,548148.48,179773.44,368375.04,40.98291,-73.68445
Tarrytown,Product1,466988742,Jake,Dahl,1201,81.73,56.67,98157.73,68060.67,30097.06,41.06317,-73.86219
White Plains,Product1,801598393,Giuseppina,Buffington,9633,81.73,56.67,787305.09,545902.11,241402.98,40.99222,-73.74618
White Plains,Product1,586850440,Adolfo,Bruner,941,421.89,364.69,396998.49,343173.29,53825.2,41.02233,-73.75882
White Plains,Product1,649356210,Majorie,Loya,7787,152.58,97.44,1188140.46,758765.28,429375.18,41.05265,-73.76996
Somers,Product2,986039531,Lela,Rudd,9864,205.7,117.11,2029024.8,1155173.04,873851.76,41.33196,-73.68042
Islip,Product1,314136731,Everett,Higgins,8894,668.27,502.54,5943593.38,4469590.76,1474002.62,40.72931,-73.21308
Merrick,Product2,121196639,Nestor,Dabney,3634,47.45,31.79,172433.3,115524.86,56908.44,40.66665,-73.55345
New York City,Product1,615080583,Clarice,Winters,4868,205.7,117.11,1001347.6,570091.48,431256.12,40.70772,-74.01012
East Meadow,Product1,273962390,Humberto,Toler,414,9.33,6.92,3862.62,2864.88,997.74,40.72477,-73.54492
Yonkers,Product1,796328389,Fredrick,Settle,121,81.73,56.67,9889.33,6857.07,3032.26,40.92689,-73.85713
Manhasset,Product1,350977408,Amira,Worrell,869,437.2,263.33,379926.8,228833.77,151093.03,40.79708,-73.66939
New York City,Product1,327020776,Tonda,Proctor,1570,109.28,35.84,171569.6,56268.8,115300.8,40.71415,-73.99753
Hicksville,Product2,383882319,Sal,Flynn,8164,154.06,90.93,1257745.84,742352.52,515393.32,40.77862,-73.53056
New York City,Product1,701298367,Melissa,Crooks,8626,81.73,56.67,705002.98,488835.42,216167.56,40.86836,-73.90157
Brooklyn,Product1,629317748,Rocio,Oakes,7961,9.33,6.92,74276.13,55090.12,19186.01,,
Rochester,Product1,938301789,Margaret,Grover,3205,255.28,159.42,818172.4,510941.1,307231.3,43.15711,-77.60666
Syracuse,Product1,668924319,Mahalia,Sturm,8426,154.06,90.93,1298109.56,766176.18,531933.38,43.04832,-76.23206
De Witt,Product1,282171666,Eliz,Dietz,9721,109.28,35.84,1062310.88,348400.64,713910.24,43.03523,-76.06748
Syracuse,Product2,309342658,Irving,Blake,222,81.73,56.67,18144.06,12580.74,5563.32,43.08165,-76.10378
Minoa,Product1,902048623,Rich,Mcclendon,5088,437.2,263.33,2224473.6,1339823.04,884650.56,43.07763,-76.00092
Oneida,Product1,482213389,Elden,Daniels,6513,109.28,35.84,711740.64,233425.92,478314.72,43.09494,-75.65184
Oswego,Product1,692073285,Cameron,Michaels,8719,154.06,90.93,1343249.14,792818.67,550430.47,43.45603,-76.51095
Liverpool,Product1,544177138,Bert,Stegall,2963,9.33,6.92,27644.79,20503.96,7140.83,43.09146,-76.17007
Syracuse,Product1,471386277,Mittie,Folk,2530,154.06,90.93,389771.8,230052.9,159718.9,43.05641,-76.14037
Syracuse,Product1,976874530,Lupe,Cummings,7737,81.73,56.67,632345.01,438455.79,193889.22,43.04346,-76.13653
Manlius,Product1,384128224,Darren,Poole,933,668.27,502.54,623495.91,468869.82,154626.09,43.00564,-75.98423
Cicero,Product1,686946189,Jamaal,Cummins,1498,81.73,56.67,122431.54,84891.66,37539.88,43.15179,-76.12463
Syracuse,Product1,799439752,Roger,Braxton,843,152.58,97.44,128624.94,82141.92,46483.02,43.04874,-76.15296
Rochester,Product1,606032741,Timika,Brice,7410,205.7,117.11,1524237,867785.1,656451.9,43.12933,-77.56781
Brockport,Product1,511461484,Lazaro,Royer,1674,47.45,31.79,79431.3,53216.46,26214.84,43.21519,-77.93859
Canandaigua,Product1,990774810,Latasha,Blevins,1138,668.27,502.54,760491.26,571890.52,188600.74,42.88582,-77.28012
Rochester,Product1,339334046,Felton,Nail,5340,152.58,97.44,814777.2,520329.6,294447.6,43.24174,-77.62017
Rochester,Product1,522813022,Jeff,Helm,846,81.73,56.67,69143.58,47942.82,21200.76,43.08942,-77.6101
Irondequoit,Product2,427198064,Peter,Amos,6255,9.33,6.92,58359.15,43284.6,15074.55,43.21067,-77.59862
Macedon,Product2,808788001,Alesia,Coward,7197,47.45,31.79,341497.65,228792.63,112705.02,43.06925,-77.28757
Webster,Product1,244194161,Enedina,Fair,1334,421.89,364.69,562801.26,486496.46,76304.8,43.19285,-77.50225
East Rochester,Product1,980340373,Wyatt,Mccants,3357,9.33,6.92,31320.81,23230.44,8090.37,43.10297,-77.48247
Rochester,Product1,384462964,Raleigh,Rainey,9990,47.45,31.79,474025.5,317582.1,156443.4,43.14573,-77.59227
Rochester,Product1,394110763,Penney,Temple,4988,154.06,90.93,768451.28,453558.84,314892.44,43.14953,-77.636
Rochester,Product1,767145097,Homer,Burk,4137,437.2,263.33,1808696.4,1089396.21,719300.19,43.16011,-77.54862
Fairport,Product1,431739795,Catrice,Tolbert,254,9.33,6.92,2369.82,1757.68,612.14,43.1292,-77.44129
Irondequoit,Product1,636381185,Elisha,Zink,8189,205.7,117.11,1684477.3,959013.79,725463.51,43.20259,-77.56499
Fairport,Product1,899868094,Rufus,Hinojosa,9821,9.33,6.92,91629.93,67961.32,23668.61,43.07051,-77.44241
Rochester,Product1,361311852,Efrain,Kahn,9061,255.28,159.42,2313092.08,1444504.62,868587.46,43.20629,-77.69435
Pittsford,Product1,930136287,Cliff,Corrigan,6852,47.45,31.79,325127.4,217825.08,107302.32,43.09014,-77.51318
Rochester,Product1,536077725,Hal,Mccormick,6167,205.7,117.11,1268551.9,722217.37,546334.53,43.13186,-77.68724
Williamson,Product1,779184997,Elena,Yang,7011,152.58,97.44,1069738.38,683151.84,386586.54,43.20942,-77.18437
Rochester,Product1,179819428,Frederick,Carbone,1420,437.2,263.33,620824,373928.6,246895.4,43.12603,-77.63142
Rochester,Product1,928654849,Laurena,Marcus,8461,154.06,90.93,1303501.66,769358.73,534142.93,43.12152,-77.62725
Scottsville,Product1,336677587,Everette,Dailey,9234,255.28,159.42,2357255.52,1472084.28,885171.24,43.02023,-77.74836
Liverpool,Product1,285186469,Londa,Newby,1869,154.06,90.93,287938.14,169948.17,117989.97,43.13601,-76.22642
Rochester,Product1,475792825,Claudio,Montgomery,6525,255.28,159.42,1665702,1040215.5,625486.5,43.14651,-77.71357
Rochester,Product1,680420482,Elliot,Templeton,396,109.28,35.84,43274.88,14192.64,29082.24,43.25217,-77.6964
Webster,Product1,291305768,Carissa,Dalton,2705,9.33,6.92,25237.65,18718.6,6519.05,43.21181,-77.44654
Staten Island,Product1,570997512,Ammie,Hudspeth,9707,255.28,159.42,2478002.96,1547489.94,930513.02,40.55315,-74.19189
New York City,Product2,602357041,Manuel,Brim,9689,81.73,56.67,791881.97,549075.63,242806.34,40.84138,-73.94259
Bridgeport,Product1,438558185,Denice,Cornejo,7967,421.89,364.69,3361197.63,2905485.23,455712.4,41.19223,-73.19738
Bridgeport,Product1,653087270,Raleigh,Soriano,1891,152.58,97.44,288528.78,184259.04,104269.74,41.16995,-73.21084
Fairfield,Product2,989743125,September,Jorgensen,5840,205.7,117.11,1201288,683922.4,517365.6,41.14153,-73.25641
Norwalk,Product1,812637078,Harry,Emanuel,6225,9.33,6.92,58079.25,43077,15002.25,41.09897,-73.4188
Trumbull,Product1,456192958,Orval,Velasco,6489,81.73,56.67,530345.97,367731.63,162614.34,41.25599,-73.21702
Danbury,Product1,775147092,Kelle,Brenner,2105,205.7,117.11,432998.5,246516.55,186481.95,41.41452,-73.4063
Milford,Product1,894548308,Evelia,Kimmel,5578,668.27,502.54,3727610.06,2803168.12,924441.94,41.22554,-73.07122
Fairfield,Product1,459757936,Chong,Hackett,1445,437.2,263.33,631754,380511.85,251242.15,41.18273,-73.25433
Wilton,Product1,986449801,Deshawn,Clegg,1272,421.89,364.69,536644.08,463885.68,72758.4,41.16495,-73.41807
Fairfield,Product1,910610234,Estelle,Kingsley,8659,437.2,263.33,3785714.8,2280174.47,1505540.33,41.16264,-73.28397
Newtown,Product1,538538062,Asa,Mckee,4235,205.7,117.11,871139.5,495960.85,375178.65,41.41458,-73.30159
Darien,Product1,696844613,Wanetta,Batson,661,421.89,364.69,278869.29,241060.09,37809.2,41.08477,-73.46233
Shelton,Product1,482453715,Dudley,Hammer,7630,9.33,6.92,71187.9,52799.6,18388.3,41.27746,-73.12147
Westport,Product1,412601697,Leonel,Romero,6866,651.21,524.96,4471207.86,3604375.36,866832.5,41.14397,-73.36171
New Haven,Product1,174837386,Dirk,Rountree,7123,421.89,364.69,3005122.47,2597686.87,407435.6,41.30935,-72.92335
Westport,Product1,877022111,Travis,Lovelace,9187,81.73,56.67,750853.51,520627.29,230226.22,41.13894,-73.32742
Bridgeport,Product1,997329699,Ray,Bender,876,205.7,117.11,180193.2,102588.36,77604.84,41.20225,-73.18715
Stratford,Product1,434246480,Craig,Morley,2038,152.58,97.44,310958.04,198582.72,112375.32,41.19947,-73.13164
Monroe,Product1,956571280,Billi,Earls,9554,205.7,117.11,1965257.8,1118868.94,846388.86,41.31428,-73.21837
New Canaan,Product1,353415429,Loraine,Bowie,2334,81.73,56.67,190757.82,132267.78,58490.04,41.14704,-73.49212
New Canaan,Product1,984202754,Christopher,Mendes,6321,154.06,90.93,973813.26,574768.53,399044.73,41.14763,-73.49227
Wilton,Product1,328669583,Sanford,Beaudry,9488,47.45,31.79,450205.6,301623.52,148582.08,41.19454,-73.43425
Ridgefield,Product1,436864745,Felipa,Neff,6841,437.2,263.33,2990885.2,1801440.53,1189444.67,41.28963,-73.497
Greenwich,Product1,279149568,Rocky,Collado,5415,668.27,502.54,3618682.05,2721254.1,897427.95,41.03016,-73.62546
Stamford,Product1,696197879,Tara,Needham,9278,205.7,117.11,1908484.6,1086546.58,821938.02,41.05757,-73.53729
Oradell,Product1,348996007,Elton,Willoughby,4529,668.27,502.54,3026594.83,2276003.66,750591.17,40.95482,-74.03151
Morristown,Product2,668842780,Rey,Simons,4297,47.45,31.79,203892.65,136601.63,67291.02,40.78877,-74.47224
Boonton,Product1,907349526,Blair,Kaufman,3743,437.2,263.33,1636439.6,985644.19,650795.41,40.9288,-74.42096
Lake Hiawatha,Product1,386440074,Eduardo,Riddick,5060,81.73,56.67,413553.8,286750.2,126803.6,40.88016,-74.38229
Denville,Product1,748350751,Shaun,Arias,2472,154.06,90.93,380836.32,224778.96,156057.36,40.89353,-74.47684
Florham Park,Product1,105630385,Lanora,Phifer,7233,81.73,56.67,591153.09,409894.11,181258.98,40.78731,-74.39056
Madison,Product1,691140305,Suellen,Denman,2630,437.2,263.33,1149836,692557.9,457278.1,40.75855,-74.41513
New Vernon,Product2,308054339,Nancey,Bond,8980,437.2,263.33,3926056,2364703.4,1561352.6,40.74249,-74.48442
Parsippany,Product1,879858815,Eusebio,Copley,8631,9.33,6.92,80527.23,59726.52,20800.71,40.8617,-74.42637
Montclair,Product1,800352561,Lan,Boyd,963,154.06,90.93,148359.78,87565.59,60794.19,40.81424,-74.21802
Upper Montclair,Product1,783646905,Terry,Eckert,7388,255.28,159.42,1886008.64,1177794.96,708213.68,40.8412,-74.20817
Montclair,Product1,714165675,Demetrius,Desjardins,6348,47.45,31.79,301212.6,201802.92,99409.68,40.8298,-74.20627
Verona,Product2,996645200,Meaghan,Fortney,8317,421.89,364.69,3508859.13,3033126.73,475732.4,40.83177,-74.24552
West Caldwell,Product1,306134307,Pedro,Terrill,799,651.21,524.96,520316.79,419443.04,100873.75,40.85119,-74.29807
Short Hills,Product1,537994325,Adam,Cassell,3331,152.58,97.44,508243.98,324572.64,183671.34,40.72156,-74.3348
Paterson,Product1,957899081,Tomiko,Sands,2480,205.7,117.11,510136,290432.8,219703.2,40.91645,-74.1714
Paramus,Product2,451834905,Joseph,Goss,6844,651.21,524.96,4456881.24,3592826.24,864055,40.94853,-74.06935
Clifton,Product1,676100623,Roberto,Saylor,2054,255.28,159.42,524345.12,327448.68,196896.44,40.8839,-74.1485
River Edge,Product1,207307565,Peggy,Dionne,5770,152.58,97.44,880386.6,562228.8,318157.8,40.9316,-74.03384
Hawthorne,Product1,392379558,Glynis,Harvey,2685,255.28,159.42,685426.8,428042.7,257384.1,40.94949,-74.15524
Wyckoff,Product2,398552930,August,Barrera,9524,437.2,263.33,4163892.8,2507954.92,1655937.88,40.98579,-74.1686
Hackensack,Product1,363376510,Fallon,Maggard,39,651.21,524.96,25397.19,20473.44,4923.75,40.89468,-74.03955
Westfield,Product1,944711625,Hildegarde,Anthony,18,154.06,90.93,2773.08,1636.74,1136.34,40.65332,-74.34667
Hillside,Product1,170732104,Brenton,Lund,2279,668.27,502.54,1522987.33,1145288.66,377698.67,40.69359,-74.23662
Ridgewood,Product1,189924275,Tomika,Jerome,1668,47.45,31.79,79146.6,53025.72,26120.88,40.97959,-74.11838
Summit,Product1,521086966,Colby,Hicks,68,109.28,35.84,7431.04,2437.12,4993.92,40.71672,-74.35614
Palisades Park,Product1,303331506,Len,Arce,1388,421.89,364.69,585583.32,506189.72,79393.6,40.84579,-73.98571
Fort Lee,Product1,546081721,Garry,Dejesus,6571,421.89,364.69,2772239.19,2396377.99,375861.2,40.85103,-73.96942
New York City,Product1,979073941,Julius,Williamson,8591,255.28,159.42,2193110.48,1369577.22,823533.26,40.70615,-74.00859
Montclair,Product1,502356994,Amber,Heck,7453,154.06,90.93,1148209.18,677701.29,470507.89,40.81432,-74.21802
Montclair,Product1,336292207,Porter,Tharp,5192,421.89,364.69,2190452.88,1893470.48,296982.4,40.81478,-74.21706
Paramus,Product1,871553409,Mollie,Boykin,876,81.73,56.67,71595.48,49642.92,21952.56,40.95194,-74.07543
Upper Montclair,Product1,319126927,Gregory,Stroud,5604,81.73,56.67,458014.92,317578.68,140436.24,40.84024,-74.20788
New York City,Product1,560311591,Edgardo,Tuck,7506,154.06,90.93,1156374.36,682520.58,473853.78,40.74187,-73.98724
New York City,Product2,396718728,Teressa,Clemons,6742,81.73,56.67,551023.66,382069.14,168954.52,40.70749,-74.00875
New York City,Product1,500272166,Zenaida,Cavazos,506,9.33,6.92,4720.98,3501.52,1219.46,40.75647,-74.00345
Bronx,Product1,263208234,Stephani,Sowell,8020,152.58,97.44,1223691.6,781468.8,442222.8,40.80867,-73.87187
New York City,Product2,948075759,Len,Boyles,5540,47.45,31.79,262873,176116.6,86756.4,40.75993,-73.98489
New York City,Product1,737736070,Kareem,Santos,1352,205.7,117.11,278106.4,158332.72,119773.68,40.76818,-73.98234
Northport,Product1,585362994,Raymond,Jernigan,773,668.27,502.54,516572.71,388463.42,128109.29,40.90064,-73.34893
New York City,Product1,164442861,Daryl,Treadwell,1152,255.28,159.42,294082.56,183651.84,110430.72,40.74849,-73.99057
Bronx,Product1,118774497,Sol,Sams,6868,651.21,524.96,4472510.28,3605425.28,867085,40.85001,-73.91645
Danbury,Product1,712469232,Thomas,Rhoden,4333,255.28,159.42,1106128.24,690766.86,415361.38,41.42438,-73.48288
Amityville,Product1,479950892,Emmitt,Montague,6989,255.28,159.42,1784151.92,1114186.38,669965.54,40.679,-73.41965
New York City,Product1,275955808,Jarvis,Holliman,311,154.06,90.93,47912.66,28279.23,19633.43,40.75869,-73.98138
Center Moriches,Product1,125532805,Candida,Connors,6802,255.28,159.42,1736414.56,1084374.84,652039.72,40.80041,-72.7943
Lindenhurst,Product1,574043214,Shanita,Tilton,998,109.28,35.84,109061.44,35768.32,73293.12,40.68481,-73.37126
Purchase,Product1,437160861,Fredia,Chism,4468,81.73,56.67,365169.64,253201.56,111968.08,41.03567,-73.71387
Morristown,Product1,850872075,Ivey,Thorp,810,255.28,159.42,206776.8,129130.2,77646.6,40.78877,-74.47224
New York City,Product1,321475684,Patrick,Dominquez,654,152.58,97.44,99787.32,63725.76,36061.56,40.68879,-74.0191
Bronx,Product1,575583016,Latrina,Calderon,6660,651.21,524.96,4337058.6,3496233.6,840825,40.88801,-73.90757
Southampton,Product1,710117900,Rae,Dodge,8522,421.89,364.69,3595346.58,3107888.18,487458.4,40.886,-72.39182
Sterling Forest,Product1,342316663,Aracely,Ashby,7962,9.33,6.92,74285.46,55097.04,19188.42,41.18365,-74.31351
Utica,Product1,959728133,Roxana,Medeiros,3737,437.2,263.33,1633816.4,984064.21,649752.19,43.14793,-75.16837
Patterson,Product1,970213639,Bernardina,Beatty,6631,154.06,90.93,1021571.86,602956.83,418615.03,41.4959,-73.59164
Greenwich,Product1,651947009,Gaston,Coyle,4463,205.7,117.11,918039.1,522661.93,395377.17,41.0255,-73.6242
Mohegan Lake,Product1,803414571,Annemarie,Fair,7080,154.06,90.93,1090744.8,643784.4,446960.4,41.31134,-73.84706
Houston,Product1,493415153,Tangela,Speight,1363,9.33,6.92,12716.79,9431.96,3284.83,29.75917,-95.36334
Houston,Product2,211060082,Margorie,Pace,6223,668.27,502.54,4158644.21,3127306.42,1031337.79,29.76398,-95.36201
Spring,Product2,515773189,Cornelius,Mcvey,7603,421.89,364.69,3207629.67,2772738.07,434891.6,30.13594,-95.46871
Spring,Product1,687290799,Wiley,Phifer,3475,651.21,524.96,2262954.75,1824236,438718.75,30.13594,-95.46871
Houston,Product1,975661742,Nettie,Peck,8846,9.33,6.92,82533.18,61214.32,21318.86,29.65071,-95.56772
Katy,Product1,351247346,Faustino,Levy,750,81.73,56.67,61297.5,42502.5,18795,29.77967,-95.75194
Houston,Product1,554721438,Shiela,Leggett,3256,47.45,31.79,154497.2,103508.24,50988.96,30.01977,-95.44004
Houston,Product1,247070348,Rosaria,Caraway,2461,109.28,35.84,268938.08,88202.24,180735.84,29.96969,-95.53134
Houston,Product1,859592902,Liz,Harness,1497,421.89,364.69,631569.33,545940.93,85628.4,29.84238,-95.38446
Houston,Product1,743900430,Johanne,Pederson,5523,154.06,90.93,850873.38,502206.39,348666.99,29.84238,-95.38446
Houston,Product1,121916759,Frank,Mcnabb,6733,668.27,502.54,4499461.91,3383601.82,1115860.09,29.73817,-95.41875
Houston,Product1,635878217,Giovanni,Carrion,9350,81.73,56.67,764175.5,529864.5,234311,29.73617,-95.41879
Houston,Product1,398333632,Stanton,Araujo,4629,205.7,117.11,952185.3,542102.19,410083.11,29.80288,-95.40687
Houston,Product1,742144334,Merlin,Kendrick,5855,437.2,263.33,2559806,1541797.15,1018008.85,29.8038,-95.40598
Houston,Product1,370484149,Mica,Saavedra,3348,47.45,31.79,158862.6,106432.92,52429.68,29.67271,-95.28743
Houston,Product1,306839406,Yaeko,Lemay,9454,255.28,159.42,2413417.12,1507156.68,906260.44,29.71154,-95.39956
Houston,Product1,745008933,Scot,Alicea,3554,9.33,6.92,33158.82,24593.68,8565.14,29.74991,-95.48306
Houston,Product1,599104058,Zackary,Wingfield,7059,154.06,90.93,1087509.54,641874.87,445634.67,29.73153,-95.466
Houston,Product1,653548610,Whitney,Homan,8412,47.45,31.79,399149.4,267417.48,131731.92,29.69276,-95.401
Houston,Product1,413078916,America,Moyer,8086,154.06,90.93,1245729.16,735259.98,510469.18,29.73678,-95.55905
Houston,Product1,352743804,Roberto,Furr,3585,154.06,90.93,552305.1,325984.05,226321.05,29.89115,-95.41173
Houston,Product1,567904603,Alfred,Strother,4447,255.28,159.42,1135230.16,708940.74,426289.42,29.91856,-95.61193
Houston,Product1,324235141,Daniele,Hodges,7238,152.58,97.44,1104374.04,705270.72,399103.32,29.59389,-95.22545
Houston,Product1,307721745,Alonzo,Mcknight,558,152.58,97.44,85139.64,54371.52,30768.12,29.57513,-95.1081
Houston,Product1,374663245,Altha,Ashcraft,35,651.21,524.96,22792.35,18373.6,4418.75,29.8658,-95.4885
Houston,Product1,901670968,Rodrigo,Hannan,3331,154.06,90.93,513173.86,302887.83,210286.03,29.75863,-95.62541
Houston,Product1,535668742,Maximina,Aiken,5139,152.58,97.44,784108.62,500744.16,283364.46,29.67561,-95.54493
Houston,Product1,243892896,Eboni,Rosen,2183,668.27,502.54,1458833.41,1097044.82,361788.59,29.70872,-95.64426
Kingwood,Product1,163892257,Ellena,Jobe,8216,109.28,35.84,897844.48,294461.44,603383.04,30.04978,-95.24074
Pasadena,Product1,953528153,Gaston,Silvers,9025,668.27,502.54,6031136.75,4535423.5,1495713.25,29.65099,-95.18461
Houston,Product1,640974414,Ronny,Regan,7428,9.33,6.92,69303.24,51401.76,17901.48,29.75789,-95.37016
Conroe,Product1,474717366,Humberto,Toro,8273,255.28,159.42,2111931.44,1318881.66,793049.78,30.31616,-95.47426
Sugar Land,Product1,873555839,Lai,Byrnes,3440,421.89,364.69,1451301.6,1254533.6,196768,29.59631,-95.61695
Friendswood,Product1,976601159,Samatha,Underhill,6840,205.7,117.11,1406988,801032.4,605955.6,29.52636,-95.19727
Mcallen,Product1,893277156,Gayla,Scoggins,9416,9.33,6.92,87851.28,65158.72,22692.56,26.20206,-98.23039
Bellaire,Product1,353320157,Nelle,Shockley,4141,437.2,263.33,1810445.2,1090449.53,719995.67,29.71191,-95.46064
Houston,Product1,956778991,Emory,Windsor,1020,255.28,159.42,260385.6,162608.4,97777.2,29.84183,-95.64573
Houston,Product2,324014985,Dewitt,Burns,2089,255.28,159.42,533279.92,333028.38,200251.54,29.61812,-95.21335
Houston,Product1,645701968,Ethan,Marlowe,6416,205.7,117.11,1319771.2,751377.76,568393.44,29.61853,-95.21297
Houston,Product3,132826268,Lala,Montero,5099,9.33,6.92,47573.67,35285.08,12288.59,29.70054,-95.29661
Houston,Product1,666686713,Cathie,Dietz,6269,421.89,364.69,2644828.41,2286241.61,358586.8,29.73892,-95.44169
Houston,Product1,148894631,Olinda,Roby,85,651.21,524.96,55352.85,44621.6,10731.25,29.65595,-95.50766
Houston,Product1,151373851,Jackie,Esposito,3741,47.45,31.79,177510.45,118926.39,58584.06,29.58185,-95.15429
Houston,Product1,966360700,Willian,Hogg,6461,81.73,56.67,528057.53,366144.87,161912.66,29.57513,-95.1081
Houston,Product1,256404006,Pearly,Stafford,4498,255.28,159.42,1148249.44,717071.16,431178.28,29.79873,-95.27351
Humble,Product1,704365098,Hugh,Ybarra,6140,668.27,502.54,4103177.8,3085595.6,1017582.2,30.00312,-95.26936
The Woodlands,Product1,563417804,Benton,Steed,6703,255.28,159.42,1711141.84,1068592.26,642549.58,30.16676,-95.50223
Brownsville,Product1,407048451,Willian,Osteen,3537,154.06,90.93,544910.22,321619.41,223290.81,25.95149,-97.49643
Brownsville,Product1,879055869,Stephaine,Harlan,1021,47.45,31.79,48446.45,32457.59,15988.86,25.92197,-97.48649
Houston,Product2,443551385,Kortney,Tabor,5566,255.28,159.42,1420888.48,887331.72,533556.76,29.77682,-95.31581
Austin,Product1,334958827,Roxanne,Mcdaniels,615,81.73,56.67,50263.95,34852.05,15411.9,30.35858,-97.73624
Austin,Product1,508014523,Cyndy,Goldsmith,1642,109.28,35.84,179437.76,58849.28,120588.48,30.26202,-97.80903
Austin,Product1,987767302,Judson,Comer,1150,651.21,524.96,748891.5,603704,145187.5,30.42672,-97.75515
Dallas,Product1,519578492,Toccara,Stinnett,3677,421.89,364.69,1551289.53,1340965.13,210324.4,32.78858,-96.79728
Dallas,Product1,619121921,Elijah,Tolley,789,152.58,97.44,120385.62,76880.16,43505.46,32.78733,-96.79904
Dallas,Product1,622383916,Dusti,Weaver,6086,255.28,159.42,1553634.08,970230.12,583403.96,32.89389,-96.804
Dallas,Product1,835663306,Bud,Beaulieu,197,109.28,35.84,21528.16,7060.48,14467.68,32.83313,-96.7031
Dallas,Product2,285571420,Jewel,Sumpter,5784,81.73,56.67,472726.32,327779.28,144947.04,32.88102,-96.87972
Dallas,Product1,769032084,Tonette,Mccurry,2538,255.28,159.42,647900.64,404607.96,243292.68,32.92236,-96.77229
Dallas,Product1,103281629,Maxwell,Hallman,2184,154.06,90.93,336467.04,198591.12,137875.92,32.86142,-96.76776
Garland,Product1,675868880,Tamekia,Sheldon,3476,205.7,117.11,715013.2,407074.36,307938.84,32.87785,-96.62009
Irving,Product1,894655168,Junita,Race,7200,9.33,6.92,67176,49824,17352,32.85852,-96.93256
Irving,Product1,137814319,Kirstie,Mckee,1174,9.33,6.92,10953.42,8124.08,2829.34,32.85924,-96.93534
Irving,Product1,103832662,Raymon,Cromwell,5247,255.28,159.42,1339454.16,836476.74,502977.42,32.8138,-96.94563
